Company,Age,Salary,Place,Gender
TCS,0.08108108108108109,0.47729600546261525,Chennai,M
Infosys,0.35135135135135137,0.47729600546261525,Mumbai,M
TCS,0.48648648648648657,0.13781722999886192,Calcutta,M
Infosys,0.6216216216216217,0.21748036872652782,Delhi,M
TCS,0.16216216216216223,0.33128485262319335,Mumbai,M
Infosys,0.37837837837837845,0.4450893365198589,Calcutta,M
TCS,0.37837837837837845,0.5588938204165245,Chennai,f
Infosys,0.16216216216216223,0.67269830431319,Mumbai,f
TCS,0.4594594594594595,0.7865027882098555,Calcutta,f
Cognizant,0.7567567567567568,0.9003072721065212,Delhi,M
Cognizant,0.16216216216216223,0.47729600546261525,Mumbai,M
Cognizant,0.4594594594594595,0.0,Calcutta,M
Cognizant,0.7567567567567568,0.47729600546261525,Chennai,M
Cognizant,0.02702702702702703,0.016501650165016493,Mumbai,M
Infosys,0.6216216216216217,0.21748036872652782,Calcutta,M
TCS,0.16216216216216223,0.21748036872652782,Delhi,M
Infosys,0.16216216216216223,0.2208945032434278,Pondicherry,M
TCS,0.4594594594594595,0.4450893365198589,Cochin,M
TCS,0.13513513513513514,0.47729600546261525,Chennai,M
Infosys,0.40540540540540543,0.47729600546261525,Mumbai,M
TCS,0.5405405405405406,0.2226015705018778,Calcutta,M
Infosys,0.8918918918918919,0.23842039376351426,Delhi,M
TCS,0.10810810810810806,0.4250597473540458,Mumbai,M
Infosys,0.37837837837837845,0.5401160805735746,Cochin,M
TCS,0.37837837837837845,0.6822578809605099,Chennai,f
Infosys,0.16216216216216223,0.8938204165244111,Mumbai,f
TCS,0.4594594594594595,0.8257653351542051,Calcutta,f
Cognizant,0.7567567567567568,0.9326277455331741,Delhi,f
Cognizant,0.16216216216216223,1.0,Mumbai,f
Cognizant,0.48648648648648657,0.10754523728234892,Cochin,M
Cognizant,0.783783783783784,0.7471264367816093,Chennai,M
Cognizant,0.08108108108108109,0.2099692727893479,Mumbai,M
Infosys,0.7567567567567568,0.33515420507568,Calcutta,M
TCS,0.5135135135135136,0.44895868897234553,Mumbai,M
Infosys,0.24324324324324326,0.8094912939569819,Mumbai,M
TCS,0.48648648648648657,0.903038579720041,Mumbai,f
TCS,0.40540540540540543,0.47729600546261525,Noida,M
TCS,0.4594594594594595,0.13781722999886192,Calcutta,M
Infosys,0.6486486486486487,0.21748036872652782,Mumbai,M
TCS,0.1891891891891892,0.37054739956754296,Calcutta,M
Infosys,0.37837837837837845,0.4450893365198589,Mumbai,M
TCS,0.37837837837837845,0.5588938204165245,Mumbai,M
Infosys,0.21621621621621617,0.67269830431319,Mumbai,M
TCS,0.48648648648648657,0.7865027882098555,Noida,f
Cognizant,0.783783783783784,0.9003072721065212,Hyderabad,f
Cognizant,0.1891891891891892,0.47729600546261525,Calcutta,M
Cognizant,0.40540540540540543,0.0,Mumbai,M
Cognizant,0.7027027027027029,0.47729600546261525,Mumbai,M
Cognizant,0.05405405405405411,0.016501650165016493,Cochin,M
Infosys,0.6486486486486487,0.21748036872652782,Chennai,M
Infosys,0.10810810810810806,0.2208945032434278,Calcutta,M
TCS,0.48648648648648657,0.4450893365198589,Delhi,M
TCS,0.10810810810810806,0.6208034596563106,Mumbai,M
Infosys,0.40540540540540543,0.7471264367816093,Cochin,M
TCS,0.5675675675675678,0.2226015705018778,Noida,M
Infosys,0.9189189189189191,0.23842039376351426,Hyderabad,M
TCS,0.16216216216216223,0.4250597473540458,Calcutta,M
Infosys,0.37837837837837845,0.5401160805735746,Mumbai,M
TCS,0.37837837837837845,0.6822578809605099,Calcutta,M
TCS,0.5135135135135136,0.8257653351542051,Mumbai,f
Cognizant,0.6486486486486487,0.9326277455331741,Mumbai,f
Cognizant,0.37837837837837845,0.10754523728234892,Hyderabad,M
Cognizant,0.6486486486486487,0.47729600546261525,Calcutta,M
Cognizant,0.10810810810810806,0.2099692727893479,Mumbai,M
Infosys,0.7027027027027029,0.33515420507568,Mumbai,M
TCS,0.40540540540540543,0.44895868897234553,Cochin,M
Infosys,0.10810810810810806,0.8094912939569819,Chennai,M
TCS,0.4594594594594595,0.903038579720041,Mumbai,f
TCS,0.1891891891891892,0.47729600546261525,Calcutta,M
Infosys,0.4594594594594595,0.47729600546261525,Delhi,M
TCS,0.5405405405405406,0.13781722999886192,Mumbai,M
Infosys,0.7297297297297298,0.21748036872652782,Cochin,M
TCS,0.40540540540540543,0.33128485262319335,Noida,M
Infosys,0.37837837837837845,0.4450893365198589,Hyderabad,M
TCS,0.37837837837837845,0.5588938204165245,Calcutta,M
Infosys,0.24324324324324326,0.67269830431319,Bhopal,M
TCS,0.40540540540540543,0.7865027882098555,Nagpur,M
Cognizant,0.7027027027027029,0.9003072721065212,Pune,f
Cognizant,0.13513513513513514,0.47729600546261525,Pune,M
Cognizant,0.4324324324324324,0.0,Chennai,M
Cognizant,0.0,0.016501650165016493,Calcutta,M
Infosys,0.6486486486486487,0.21748036872652782,Delhi,M
TCS,0.10810810810810806,0.21748036872652782,Mumbai,M
Infosys,0.37837837837837845,0.2208945032434278,Calcutta,M
TCS,0.5135135135135136,0.4450893365198589,Chennai,M
TCS,0.10810810810810806,0.47729600546261525,Mumbai,M
Infosys,0.4594594594594595,0.47729600546261525,Calcutta,M
TCS,0.37837837837837845,0.2226015705018778,Delhi,M
Infosys,1.0000000000000002,0.23842039376351426,Mumbai,M
TCS,0.13513513513513514,0.4250597473540458,Calcutta,M
Infosys,0.37837837837837845,0.5401160805735746,Chennai,M
TCS,0.37837837837837845,0.6822578809605099,Mumbai,f
Infosys,0.13513513513513514,0.8938204165244111,Calcutta,f
TCS,0.4324324324324324,0.8257653351542051,Delhi,f
Cognizant,0.7297297297297298,0.9326277455331741,Pondicherry,f
Cognizant,0.13513513513513514,0.47729600546261525,Cochin,M
Cognizant,0.37837837837837845,0.10754523728234892,Pondicherry,M
Cognizant,0.7297297297297298,0.47729600546261525,Mumbai,M
Cognizant,0.13513513513513514,0.2099692727893479,Calcutta,M
Infosys,0.7297297297297298,0.33515420507568,Delhi,M
TCS,0.4324324324324324,0.44895868897234553,Mumbai,M
Infosys,0.13513513513513514,0.8094912939569819,Cochin,f
TCS,0.37837837837837845,0.903038579720041,Chennai,f
TCS,0.4324324324324324,0.47729600546261525,Mumbai,M
TCS,0.4324324324324324,0.13781722999886192,Delhi,M
Infosys,0.37837837837837845,0.24411061795834754,Mumbai,M
TCS,0.13513513513513514,0.36815750540571296,Cochin,M
Infosys,0.37837837837837845,0.49459428701490843,Chennai,M
TCS,0.37837837837837845,0.5082508250825083,Mumbai,M
Infosys,0.13513513513513514,0.8760669170365313,Calcutta,M
TCS,0.4324324324324324,0.8760669170365313,Mumbai,f
Cognizant,0.7297297297297298,1.0,Mumbai,f
Cognizant,0.13513513513513514,0.47729600546261525,Mumbai,M
Cognizant,0.4324324324324324,0.0,Noida,M
Cognizant,0.7297297297297298,0.47729600546261525,Hyderabad,M
Cognizant,0.37837837837837845,0.016501650165016493,Calcutta,M
Infosys,0.7297297297297298,0.24411061795834754,Mumbai,M
Infosys,0.13513513513513514,0.8760669170365313,Calcutta,f
TCS,0.4324324324324324,0.5195174689882782,Mumbai,f
TCS,0.08108108108108109,0.44611357687492886,Mumbai,f
Infosys,0.35135135135135137,0.45624217594173205,Noida,M
TCS,0.4324324324324324,0.2226015705018778,Hyderabad,M
Infosys,0.8918918918918919,0.23842039376351426,Calcutta,M
TCS,0.37837837837837845,0.6822578809605099,Cochin,f
TCS,0.37837837837837845,0.8257653351542051,Mumbai,M
Cognizant,0.6216216216216217,0.9326277455331741,Calcutta,f
Cognizant,0.37837837837837845,0.10754523728234892,Mumbai,M
